name,description,stars,language,forks,url,created_at,updated_at,open_issues,default_branch,contributors_count,commits_count,topics,watchers,size,has_wiki,has_projects,has_issues,has_pages,releases_count,language_detected,package.json,package-lock.json,composer.json,composer.lock,vite.config.js,angular.json,tsconfig.json,babel.config.js,postcss.config.js,vue.config.js,category
tkey/tkey,"Whitelabel, design and own the full UI/UX with Self-host Web3Auth (tKey). All of the power of threshold key management at your fingertips",172,TypeScript,48,https://github.com/tkey/tkey,2020-08-20 03:16:17+00:00,2024-10-09 03:08:32+00:00,25,master,20,1256,[],172,26480,True,True,True,False,70,en,True,True,False,False,False,False,True,True,False,False,Outra Classificação
itsDaiton/business-website-template,Modern UI/UX business website design made with React.,162,JavaScript,89,https://github.com/itsDaiton/business-website-template,2023-02-18 11:57:52+00:00,2024-10-12 11:53:40+00:00,0,main,1,16,"['business-website', 'company-website', 'react', 'tailwindcss', 'vite', 'ui-ux', 'ui-ux-design']",162,2339,True,True,True,True,0,en,True,True,False,False,True,False,False,False,False,False,Outra Classificação
mapillary/mapillary-js,"Interactive, extendable street imagery map experiences in the browser, powered by WebGL",437,TypeScript,84,https://github.com/mapillary/mapillary-js,2015-11-03 15:10:48+00:00,2024-10-11 20:56:02+00:00,48,main,13,2964,"['imagery', 'webgl', 'typescript', 'mapillary', 'spatial-visualization', 'computational-geometry', 'street-imagery', '3d', 'viewer', 'renderer', 'geospatial', 'map-building']",437,60994,False,False,True,True,55,en,True,False,False,False,False,False,True,False,False,False,Outra Classificação
neuron-team/vscode-ipe,Interactive programming experience for data scientists: Visual Studio Code extension,353,TypeScript,27,https://github.com/neuron-team/vscode-ipe,2018-04-30 14:40:01+00:00,2024-03-04 06:38:44+00:00,39,master,6,478,[],353,2939,True,True,True,False,5,en,True,True,False,False,False,False,True,False,False,False,Outra Classificação
Akshima-Ghai/OneEducationalWebsiteForAll,"If I have to describe my project , in simple words , it would be an educational website or app, but not just that  , it would be the best website or app , a person or organisation can ever ask for . It will have many features  including VideoLectures , Theory/Notes , TestSeries , DataAnalysis of results , Blogs to motivate or for Guidance  , Attendance System and many more features. We would also deploy it , so that it can be a real-time working  project and it would help everyone to gain a lot of experience and learning curve for this project would also be  great . It would also have the best design which would make it interactive as well as attractive .",82,JavaScript,63,https://github.com/Akshima-Ghai/OneEducationalWebsiteForAll,2021-06-28 09:18:02+00:00,2024-08-28 13:29:42+00:00,4,main,39,378,[],82,12841,True,True,True,True,0,en,True,True,False,False,False,False,False,False,False,False,Outra Classificação
catherineisonline/minimalistic-developer-portfolio,"👩‍💻 A glimpse into a web development expertise of a fictional character. Explore a selection of interactive and responsive websites, crafted with the latest technologies such as ReactJS, Vanilla JavaScript, RESTful API, CSS, SASS, SCSS, Tailwind, and HTML. Showcasing their skills and experience in designing and developing top-notch web solutions",72,JavaScript,28,https://github.com/catherineisonline/minimalistic-developer-portfolio,2022-04-06 15:05:58+00:00,2024-09-29 08:09:39+00:00,0,main,1,125,"['personal-site', 'personal-website', 'personalportfolio', 'personalprojects', 'portfolio', 'portfolio-page', 'portfolio-project', 'portfolio-website', 'react', 'react-portfolio', 'react-portfolio-website']",72,15272,True,True,True,True,0,en,True,True,False,False,False,False,False,False,False,False,Outra Classificação
aws-samples/amazon-chime-live-events,An interactive broadcasting experience using Amazon Chime and AWS Elemental,71,TypeScript,27,https://github.com/aws-samples/amazon-chime-live-events,2020-06-12 22:12:10+00:00,2024-08-23 20:18:39+00:00,5,main,10,157,[],71,3800,True,True,True,False,0,en,True,False,False,False,False,False,True,False,False,False,Outra Classificação
liamcottle/atlas-for-rust,Atlas is an unofficial interactive map experience for Rust.,62,Vue,11,https://github.com/liamcottle/atlas-for-rust,2021-03-03 15:37:38+00:00,2024-09-18 11:39:37+00:00,7,master,1,197,"['rust', 'rustplus', 'map', 'websocket', 'entity', 'companion', 'rust-server', 'team-chat', 'vending-machine', 'search', 'pair']",62,181597,False,False,True,True,9,en,True,True,False,False,False,False,False,True,True,True,Outra Classificação
satsie/trybitcoin,"An interactive Bitcoin tutorial for orange-pilled beginners. Illustrates technical Bitcoin concepts using JavaScript and some Bitcoin Core RPC commands. Programming experience is helpful, but not required.",51,JavaScript,13,https://github.com/satsie/trybitcoin,2022-08-24 01:09:01+00:00,2024-08-30 00:36:39+00:00,2,master,4,55,"['bitcoin', 'education']",51,3567,True,True,True,True,0,en,True,True,False,False,False,False,False,False,False,False,Outra Classificação
Clad3815/Twitch-Streamer-GPT,"Twitch Streamer GPT is a NodeJS-based Twitch enhancement tool, offering interactive stream experiences with AI-powered automated responses, voice command activations, and advanced modules. It's easy to set up and suited for users of all tech levels.",41,JavaScript,15,https://github.com/Clad3815/Twitch-Streamer-GPT,2023-07-29 22:21:28+00:00,2024-10-03 10:16:17+00:00,15,main,1,86,"['elevenlabs-api', 'gpt-3', 'openai', 'twitch', 'chatgpt', 'gpt-4', 'tts-api', 'wake-word-detection']",41,1071,True,True,True,False,0,en,True,False,False,False,False,False,False,False,False,False,Outra Classificação
mouricedevs/telegram-bot,"Gifted-Md Telegram bot project is designed to automate tasks, respond to commands, and integrate with external services or APIs, offering users a robust interactive experience.",31,JavaScript,59,https://github.com/mouricedevs/telegram-bot,2024-06-08 12:01:15+00:00,2024-10-01 16:56:48+00:00,1,main,2,553,[],31,45876,False,True,True,False,0,en,True,False,False,False,False,False,False,False,False,False,Outra Classificação
dakshsinghrathore/Brighter-Beginnings,"Discover coding for beginners in our GitHub repo! Enjoy a free three-module course, an interactive learning experience, and a supportive community. Your journey to a brighter future starts now! Join us!",29,JavaScript,55,https://github.com/dakshsinghrathore/Brighter-Beginnings,2023-10-29 12:34:55+00:00,2024-07-16 05:57:51+00:00,15,main,39,246,"['html5', 'javascript', 'tailwind-css', 'swoc24', 'firebase-auth']",29,13095,True,True,True,False,0,en,True,True,False,False,False,False,False,False,True,False,Outra Classificação
vuestorefront/vue-storefront,Alokai is a Frontend as a Service solution that simplifies composable commerce. It connects all the technologies needed to build and deploy fast & scalable ecommerce frontends. It guides merchants to deliver exceptional customer experiences quickly and easily.,10595,TypeScript,2077,https://github.com/vuestorefront/vue-storefront,2017-08-15 06:33:52+00:00,2024-10-12 12:47:57+00:00,38,main,277,17149,"['vue-storefront', 'pwa', 'headless', 'vue', 'ecommerce', 'magento', 'storefront', 'mobile', 'e-commerce', 'nuxt', 'magento2', 'shopware', 'shopify', 'commercetools', 'vue3', 'open-source', 'typescript', 'headless-commerce', 'ecommerce-platform', 'integrations-team']",10595,128226,False,True,True,False,144,en,True,False,False,False,False,False,False,False,False,False,Outra Classificação
Azure/Azure-Network-Security,Resources for improving Customer Experience with Azure Network Security,782,Python,304,https://github.com/Azure/Azure-Network-Security,2019-10-17 23:46:28+00:00,2024-10-11 04:05:42+00:00,12,master,43,1339,[],782,17608,True,True,True,False,0,en,True,True,False,False,False,False,True,False,False,False,Outra Classificação
cto-a/dxcriteria,DX Criteria: the Criteria for Two DXs (Digital Transformation and Developer eXperience),462,JavaScript,18,https://github.com/cto-a/dxcriteria,2019-12-05 02:52:52+00:00,2024-09-29 14:43:18+00:00,7,master,2,41,[],462,12710,True,True,True,True,0,en,True,True,False,False,False,False,False,False,False,False,Outra Classificação
nhsuk/nhsuk-service-manual,"Design and build digital services for the NHS. Use the service manual to build consistent, usable services that put people first.​ Learn from the research and experience of other NHS teams.",64,Nunjucks,25,https://github.com/nhsuk/nhsuk-service-manual,2018-12-20 11:03:10+00:00,2024-09-19 15:42:27+00:00,228,main,74,3080,"['design-system', 'service-manual']",64,26931,True,False,True,False,105,en,True,True,False,False,False,False,False,False,False,False,Outra Classificação
diggilly/kinflux_bot_god_v2,"Kinflux-Bot-God v2 is a multi-device WhatsApp bot with over 400 divine features. It transcends boundaries, revolutionizing your messaging experience. This celestial companion synchronizes conversations seamlessly across devices, bringing efficiency to your digital life.",34,JavaScript,263,https://github.com/diggilly/kinflux_bot_god_v2,2023-07-14 13:02:10+00:00,2024-09-08 10:55:54+00:00,2,main,4,660,"['whatsapp', 'whatsapp-automation', 'whatsapp-bot', 'whatsapp-bot-api', 'whatsapp-bot-md', 'whatsapp-bot-multi', 'whatsapp-bot-multi-device', 'whatsapp-bot-sticker', 'whatsapp-bot-termux', 'whatsapp-bott', 'whatsapp-web', 'whatsapp-web-js']",34,6863,True,True,True,False,0,en,True,False,False,False,False,False,False,False,False,False,Outra Classificação
open-webui/open-webui,"User-friendly AI Interface (Supports Ollama, OpenAI API, ...)",42529,Svelte,5097,https://github.com/open-webui/open-webui,2023-10-06 22:08:27+00:00,2024-10-12 20:37:08+00:00,142,main,221,6384,"['ollama', 'ollama-webui', 'llm', 'webui', 'self-hosted', 'llm-ui', 'llm-webui', 'llms', 'rag', 'ai', 'open-webui', 'ui', 'openai']",42529,112387,True,False,True,False,63,en,True,True,False,False,False,False,True,False,True,False,Outra Classificação
ansible/awx,"AWX provides a web-based user interface, REST API, and task engine built on top of Ansible. It is one of the upstream projects for Red Hat Ansible Automation Platform.",13983,Python,3411,https://github.com/ansible/awx,2017-05-17 15:50:14+00:00,2024-10-12 18:16:37+00:00,1778,devel,282,34203,"['python', 'ansible', 'django', 'django-rest-framework', 'awx', 'automation', 'reactjs', 'hacktoberfest']",13983,345844,False,True,True,False,64,en,False,True,False,False,False,False,False,False,False,False,Outra Classificação
facebook/stylex,StyleX is the styling system for ambitious user interfaces.,8374,JavaScript,309,https://github.com/facebook/stylex,2022-12-08 06:38:09+00:00,2024-10-11 23:03:06+00:00,69,main,76,291,[],8374,7690,False,True,True,True,0,en,True,True,False,False,False,False,False,False,False,False,Outra Classificação
material-shell/material-shell,A modern desktop interface for Linux. Improve your user experience and get rid of the anarchy of traditional desktop workflows. Designed to simplify navigation and reduce the need to manipulate windows in order to improve productivity. It's meant to be 100% predictable and bring the benefits of tools coveted by professionals to everyone.,7263,TypeScript,182,https://github.com/material-shell/material-shell,2019-05-02 11:48:15+00:00,2024-10-12 04:55:54+00:00,280,main,44,990,"['material', 'material-design', 'gnome', 'gnome-shell', 'gnome-shell-extension', 'tiling-window-manager', 'materialshell', 'material-shell', 'linux', 'hacktoberfest']",7263,69717,False,True,True,False,17,en,True,True,False,False,False,False,True,False,False,False,Outra Classificação
scratchfoundation/scratch-gui,Graphical User Interface for creating and running Scratch 3.0 projects.,4432,JavaScript,3520,https://github.com/scratchfoundation/scratch-gui,2016-09-14 21:14:10+00:00,2024-10-12 16:56:23+00:00,1075,develop,82,12625,[],4432,2303880,True,True,True,True,608,en,True,True,False,False,False,False,False,False,False,False,Outra Classificação
ParisNeo/lollms-webui,Lord of Large Language Models Web User Interface,4277,Vue,537,https://github.com/ParisNeo/lollms-webui,2023-04-06 16:38:00+00:00,2024-10-12 16:14:47+00:00,152,main,38,3308,"['ai', 'llm', 'text-generation']",4277,107612,True,True,True,True,23,en,True,True,False,False,False,False,False,False,False,False,Outra Classificação
Yoctol/bottender,⚡️ A framework for building conversational user interfaces.,4217,TypeScript,335,https://github.com/Yoctol/bottender,2017-10-16 09:40:49+00:00,2024-10-10 10:57:58+00:00,75,master,34,2637,"['messaging', 'messenger', 'line', 'slack', 'telegram', 'bot', 'chatbot', 'framework', 'viber']",4217,26441,True,True,True,True,93,en,True,False,False,False,False,False,True,False,False,False,Outra Classificação
mrvautin/adminMongo,adminMongo is a Web based user interface (GUI) to handle all your MongoDB connections/databases needs.,3877,JavaScript,819,https://github.com/mrvautin/adminMongo,2016-01-16 07:09:15+00:00,2024-10-02 07:39:36+00:00,118,master,28,301,"['mongodb', 'database', 'mongodb-connection', 'adminmongo', 'admin-tool']",3877,2804,True,True,True,False,1,en,True,False,False,False,False,False,False,False,False,False,Outra Classificação
projectx-codehagen/Badget,Badget aims to simplify financial management with a user-friendly interface and robust backend,2365,TypeScript,261,https://github.com/projectx-codehagen/Badget,2023-12-31 13:38:51+00:00,2024-10-09 19:03:38+00:00,7,rework-badget,2,23,"['next-auth', 'nextjs', 'open-source', 'prisma', 'resend-email', 'tailwind', 'tailwindcss', 'typescript']",2365,5956,True,True,True,False,0,en,True,False,False,False,False,False,False,False,False,False,Outra Classificação
thecookingsenpai/autogpt-gui,A graphical user interface for AutoGPT,1518,JavaScript,221,https://github.com/thecookingsenpai/autogpt-gui,2023-04-11 18:11:06+00:00,2024-10-03 14:48:07+00:00,17,master,3,28,[],1518,400,True,True,True,False,0,en,True,False,False,False,False,False,False,False,False,False,Outra Classificação
deiucanta/chatpad,Not just another ChatGPT user-interface!,1366,TypeScript,258,https://github.com/deiucanta/chatpad,2023-03-17 18:18:06+00:00,2024-10-12 11:57:36+00:00,76,main,11,90,"['chatgpt', 'chatgpt-api', 'electron', 'javascript', 'openai', 'openai-api', 'react']",1366,2206,True,True,True,False,0,en,True,True,False,False,False,False,True,False,False,False,Outra Classificação
microsoft/responsible-ai-toolbox,"Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and libraries that enable a better understanding of AI systems. These interfaces and libraries empower developers and stakeholders of AI systems to develop and monitor AI more responsibly, and take better data-driven actions.",1358,TypeScript,355,https://github.com/microsoft/responsible-ai-toolbox,2020-07-06 20:46:53+00:00,2024-10-12 13:33:00+00:00,86,main,42,1970,"['ui', 'responsible-ai', 'data-science', 'fairness', 'fairness-ml', 'fairness-ai', 'explainable-ai', 'explainable-ml', 'explainability', 'machinelearning', 'machine-learning', 'ml', 'visualization', 'widgets', 'widget', 'jupyter', 'error-analysis', 'data-analysis', 'data-visualization', 'interpretability']",1358,116876,False,True,True,True,42,en,True,False,False,False,False,False,False,False,False,False,Outra Classificação
nrwl/nx-console,Nx Console is the user interface for Nx & Lerna.,1307,TypeScript,210,https://github.com/nrwl/nx-console,2018-06-18 22:02:01+00:00,2024-10-10 13:22:43+00:00,39,master,67,1428,[],1307,366402,False,False,True,False,144,en,True,False,False,False,False,False,False,False,False,False,Outra Classificação
felixmariotto/three-mesh-ui,⏹ Make VR user interfaces for Three.js,1296,JavaScript,137,https://github.com/felixmariotto/three-mesh-ui,2020-04-22 16:01:31+00:00,2024-10-10 07:23:55+00:00,69,master,11,1070,[],1296,17223,True,True,True,True,28,en,True,True,False,False,False,False,False,False,False,False,Outra Classificação
alphagov/govuk-frontend,GOV.UK Frontend contains the code you need to start building a user interface for government platforms and services.,1171,JavaScript,320,https://github.com/alphagov/govuk-frontend,2016-09-14 09:56:51+00:00,2024-10-11 14:34:55+00:00,299,main,72,10144,"['govuk-frontend', 'govuk-design-system', 'govuk-design-system-team']",1171,128094,False,True,True,False,79,en,True,True,False,False,False,False,True,True,False,False,Outra Classificação
facebookarchive/atom-ide-ui,A collection of user interfaces for Atom IDE.,934,JavaScript,79,https://github.com/facebookarchive/atom-ide-ui,2017-03-28 03:11:56+00:00,2024-09-29 10:22:05+00:00,81,master,71,2087,[],934,35045,False,True,True,False,29,en,True,False,False,False,False,False,False,False,False,False,Outra Classificação
alex-saunders/glicky,🐭 An In-browser User Interface For JavaScript Development Workflows,825,JavaScript,28,https://github.com/alex-saunders/glicky,2018-07-02 06:43:12+00:00,2024-05-20 11:10:19+00:00,41,master,5,85,[],825,6862,True,True,True,False,2,en,True,False,False,False,False,False,False,False,False,False,Outra Classificação
bigbluebutton/greenlight,A really simple end-user interface for your BigBlueButton server.,794,Ruby,3796,https://github.com/bigbluebutton/greenlight,2016-10-13 17:25:28+00:00,2024-10-11 17:55:08+00:00,96,master,23,1340,['bigbluebutton'],794,67834,True,True,True,False,178,en,True,True,False,False,False,False,False,True,False,False,Outra Classificação
seydx/camera.ui,NVR like user Interface for RTSP capable cameras,676,Vue,108,https://github.com/seydx/camera.ui,2021-10-27 15:06:17+00:00,2024-10-12 05:32:14+00:00,73,master,5,241,"['cameraui', 'camera', 'stream', 'homebridge', 'homekit', 'motion', 'detection', 'aws', 'rekognition', 'videoanalysis', 'gui', 'pwa', 'nvr']",676,55771,True,True,True,False,26,en,True,True,False,False,False,False,False,False,False,False,Outra Classificação
jeffreylanters/unity-tweens,"An extremely light weight, extendable and customisable tweening engine made for strictly typed script-based animations for user-interfaces and world-space objects optimised for all platforms.",647,C#,42,https://github.com/jeffreylanters/unity-tweens,2020-04-22 22:39:42+00:00,2024-10-12 07:00:47+00:00,0,master,5,528,"['unity', 'animation', 'tweens', 'easing']",647,2490,False,False,True,False,34,en,True,False,False,False,False,False,False,False,False,False,Outra Classificação
nhsuk/nhsuk-frontend,NHS.UK frontend contains the code you need to start building user interfaces for NHS websites and services.,620,Nunjucks,107,https://github.com/nhsuk/nhsuk-frontend,2018-08-22 14:29:13+00:00,2024-10-09 12:42:05+00:00,72,main,53,3638,"['nhs', 'nhsuk', 'frontend-library', 'css-framework', 'html', 'css', 'scss', 'nhs-websites']",620,314490,True,True,True,True,54,en,True,True,False,False,False,False,False,True,False,False,Outra Classificação
Laravel-Backpack/PermissionManager,"Admin interface for managing users, roles, permissions, using Backpack CRUD",525,PHP,168,https://github.com/Laravel-Backpack/PermissionManager,2016-05-13 12:49:34+00:00,2024-10-09 21:27:48+00:00,1,main,62,459,"['authentication', 'acl', 'laravel', 'permission', 'crud', 'user-management']",525,403,False,False,True,False,28,en,False,False,True,False,False,False,False,False,False,False,Outra Classificação
bitshares/bitshares-ui,Fully featured Graphical User Interface / Reference Wallet for the BitShares Blockchain,517,JavaScript,570,https://github.com/bitshares/bitshares-ui,2015-10-12 17:36:50+00:00,2024-10-04 04:57:01+00:00,437,develop,143,9931,"['bitshares', 'cryptocurrency', 'blockchain-wallet', 'bitshares-ui', 'wallet', 'blockchain', 'web-app', 'javascript', 'reactjs']",517,49802,True,True,True,False,83,en,True,False,False,False,False,False,False,False,True,False,Outra Classificação
Galooshi/happo,Visual diffing in CI for user interfaces,504,JavaScript,16,https://github.com/Galooshi/happo,2015-02-20 07:05:44+00:00,2024-08-15 00:14:17+00:00,32,master,6,792,"['visual-regression', 'diff', 'javascript', 'diff-image', 'css']",504,15604,False,True,True,False,61,en,True,False,False,False,False,False,False,False,False,False,Outra Classificação
subhamBharadwaz/scribbly,"Scribbly is a web application built with Next.js and Prisma that allows users to create and manage their digital journal. With a user-friendly interface powered by Radix UI and Shadcn/UI components, Scribbly makes journaling a breeze. It includes features such as customizable reminders, secure user authentication with Clerk, and a subscription plan",441,TypeScript,56,https://github.com/subhamBharadwaz/scribbly,2023-06-20 06:48:50+00:00,2024-10-09 21:17:12+00:00,8,main,3,200,"['clerkauth', 'editorjs', 'nextjs13', 'prisma', 'radix-ui', 'shadcn-ui', 'tanstack-query', 'zod', 'clerk', 'gitlens', 'imgbot', 'stripe', 'cronjob', 'react-email', 'resend', 'tailwindcss', 'hacktoberfest', 'posthog', 'sentry']",441,104973,True,True,True,False,0,en,True,False,False,False,False,False,True,False,True,False,Outra Classificação
microsoft/fluent-ui-react,An ecosystem for building highly customizable enterprise class user interfaces.,432,TypeScript,55,https://github.com/microsoft/fluent-ui-react,2018-07-20 18:12:35+00:00,2024-08-20 15:15:12+00:00,130,master,234,4262,[],432,74062,True,True,True,True,0,en,True,False,False,False,False,False,True,True,False,False,Outra Classificação
vmware-archive/kubeless-ui,Graphical User Interface for Kubeless,417,JavaScript,75,https://github.com/vmware-archive/kubeless-ui,2017-04-03 07:25:40+00:00,2024-01-10 00:35:48+00:00,22,master,16,205,[],417,2263,True,True,True,False,1,en,True,False,False,False,False,False,False,False,False,False,Outra Classificação
BrowserSync/UI,User interface for BrowserSync,333,JavaScript,44,https://github.com/BrowserSync/UI,2015-01-22 13:34:41+00:00,2024-09-26 02:43:21+00:00,32,master,7,614,[],333,8854,True,True,True,False,0,en,True,False,False,False,False,False,False,False,False,False,Outra Classificação
dataarts/dat.guiVR,A flexible graphical user interface for changing variables within WebVR.,312,JavaScript,49,https://github.com/dataarts/dat.guiVR,2016-08-15 20:49:37+00:00,2024-10-12 02:38:52+00:00,20,master,4,192,[],312,27044,True,True,True,False,0,en,True,False,False,False,False,False,False,False,False,False,Outra Classificação
ory/hydra-login-consent-node,This is an ExpressJS reference implementation for the ORY Hydra User Login and Consent interface written in TypeScript and ExpressJS.,303,TypeScript,127,https://github.com/ory/hydra-login-consent-node,2018-05-03 14:19:57+00:00,2024-10-11 06:27:53+00:00,7,master,16,248,[],303,725,False,False,True,False,43,en,True,True,False,False,False,False,True,False,False,False,Outra Classificação
Devsfy/wiregui,A graphical user interface for wireguard (client-side) for linux and windows,291,TypeScript,17,https://github.com/Devsfy/wiregui,2021-04-14 00:47:52+00:00,2024-10-12 06:29:34+00:00,17,master,4,180,"['wireguard', 'gui', 'user-interface', 'client']",291,1113,False,True,True,False,12,en,True,False,False,False,False,False,True,False,False,False,Outra Classificação
Eng-Elias/CrewAI-Visualizer,Interactive user interface for CrewAI package.,284,TypeScript,68,https://github.com/Eng-Elias/CrewAI-Visualizer,2024-02-11 14:25:25+00:00,2024-10-12 09:58:07+00:00,10,main,1,53,[],284,356,True,True,True,False,2,en,True,True,False,False,False,False,True,False,False,False,Outra Classificação
nickian/mautic-whitelabeler,"Easily change the logos, colors and company name in the Mautic user interface.",274,CSS,111,https://github.com/nickian/mautic-whitelabeler,2017-03-01 23:41:17+00:00,2024-10-03 18:02:33+00:00,10,master,7,112,"['mautic', 'php', 'whitelabel']",274,2413,True,True,True,False,41,en,False,False,True,False,False,False,False,False,False,False,Outra Classificação
ahmadudin/electron-instaPy-GUI,Graphic user interface for https://github.com/timgrossmann/InstaPy,267,HTML,64,https://github.com/ahmadudin/electron-instaPy-GUI,2017-09-27 04:39:31+00:00,2024-08-28 17:47:01+00:00,60,master,8,104,[],267,1570,True,True,True,False,2,en,True,False,False,False,False,False,False,False,False,False,Outra Classificação
mkitzmann/awwesome,Enhanced user interface for Awesome Selfhosted,264,Svelte,14,https://github.com/mkitzmann/awwesome,2023-08-03 13:30:58+00:00,2024-10-06 04:51:58+00:00,13,main,2,140,"['awesome', 'graphql', 'selfhosted', 'svelte']",264,948,True,True,True,True,0,en,True,True,False,False,False,False,True,False,False,False,Outra Classificação
