name,Plugins
arco-design/arco-design,"['@arco-design/color', '@babel/runtime', 'b-tween', 'b-validate', 'compute-scroll-into-view', 'dayjs', 'lodash', 'number-precision', 'react-focus-lock', 'react-is', 'react-transition-group', 'resize-observer-polyfill', 'scroll-into-view-if-needed', 'shallowequal', '@storybook/addon-actions', '@storybook/addon-essentials', '@storybook/addon-links', '@storybook/react', '@testing-library/dom', '@testing-library/jest-dom', '@testing-library/react', '@testing-library/react-hooks', '@testing-library/user-event', '@types/enzyme', '@types/jest', '@types/lodash', '@types/react', '@types/react-dom', '@types/shallowequal', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'arco-scripts', 'chalk', 'concurrently', 'cross-env', 'enzyme', 'enzyme-adapter-react-16', 'enzyme-to-json', 'eslint', 'eslint-config-airbnb', 'eslint-config-prettier', 'eslint-plugin-babel', 'eslint-plugin-import', 'eslint-plugin-jsx-a11y', 'eslint-plugin-prettier', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'eslint-plugin-tsdoc', 'fs-extra', 'glob', 'husky', 'jest-canvas-mock', 'less', 'moment', 'moment-timezone', 'npm-run-all', 'nunjucks', 'playwright', 'postcss-less', 'prettier', 'pretty-quick', 'react', 'react-dom', 'react-test-renderer', 'rimraf', 'sinon', 'stylelint', 'stylelint-config-prettier', 'stylelint-config-standard', 'svgo', 'typescript']"
pinterest/gestalt,"['eslint-plugin-react-compiler', 'react', 'react-dom', 'stylelint-value-no-unknown-custom-properties', '@actions/core', '@actions/github', '@axe-core/playwright', '@babel/core', '@babel/eslint-parser', '@babel/node', '@babel/plugin-proposal-class-properties', '@babel/plugin-transform-react-jsx', '@babel/plugin-transform-react-jsx-self', '@babel/preset-env', '@babel/preset-react', '@babel/preset-typescript', '@babel/register', '@codesandbox/sandpack-react', '@netlify/plugin-nextjs', '@next/eslint-plugin-next', '@playwright/test', '@rollup/plugin-babel', '@rollup/plugin-commonjs', '@rollup/plugin-json', '@rollup/plugin-node-resolve', '@rollup/plugin-replace', '@rollup/plugin-typescript', '@testing-library/dom', '@testing-library/jest-dom', '@testing-library/react', '@testing-library/react-hooks', '@testing-library/user-event', '@types/eslint', '@types/jscodeshift', '@types/react', '@types/react-datepicker', '@types/react-dom', '@types/react-test-renderer', '@types/ua-parser-js', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'acorn-jsx', 'axe-core', 'babel-jest', 'babel-plugin-inline-react-svg', 'blueimp-md5', 'chalk', 'classnames', 'cssnano', 'enhanced-resolve', 'eslint', 'eslint-config-airbnb', 'eslint-config-prettier', 'eslint-plugin-eslint-comments', 'eslint-plugin-gestalt', 'eslint-plugin-import', 'eslint-plugin-jest', 'eslint-plugin-jsx-a11y', 'eslint-plugin-playwright', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'eslint-plugin-simple-import-sort', 'eslint-plugin-testing-library', 'eslint-plugin-validate-jsx-nesting', 'identity-obj-proxy', 'jest', 'jest-environment-jsdom', 'jest-fail-on-console', 'jscodeshift', 'lint-staged', 'lottie-react', 'netlify-cli', 'nodemon', 'postcss', 'postcss-modules', 'postcss-preset-env', 'prettier', 'react-docgen', 'react-lazy-hydration', 'react-test-renderer', 'rollup', 'semver', 'shellcheck', 'shelljs', 'slugify', 'stylelint', 'stylelint-config-prettier', 'stylelint-config-standard', 'stylelint-order', 'sucrase', 'typescript', 'typescript-plugin-css-modules', 'xml2js']"
zdhxiong/mdui,"['@custom-elements-manifest/analyzer', '@lit/localize-tools', '@material-design-icons/svg', '@open-wc/testing', '@rollup/plugin-commonjs', '@rollup/plugin-node-resolve', '@rollup/plugin-terser', '@types/clean-css', '@types/eslint', '@types/less', '@types/jquery', '@types/mocha', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', '@vscode/vsce', '@web/dev-server-rollup', '@web/test-runner', '@web/test-runner-playwright', 'autoprefixer', 'clean-css', 'concurrently', 'custom-elements-manifest', 'eslint', 'eslint-config-prettier', 'eslint-plugin-import', 'eslint-plugin-lit', 'eslint-plugin-prettier', 'jquery', 'less', 'less-plugin-npm-import', 'lint-staged', 'minify-html-literals', 'node-watch', 'npm-run-all', 'playwright', 'postcss', 'postcss-less', 'pretender', 'prettier', 'rimraf', 'rollup', 'rollup-plugin-visualizer', 'stylelint', 'stylelint-config-standard', 'tsx', 'typescript', 'vite', 'vscode-css-languageservice', 'vscode-html-languageservice', 'yorkie']"
JosephusPaye/Keen-UI,"['autosize', 'deepmerge', 'fuzzysearch', 'lodash.debounce', 'tippy.js', '@vitejs/plugin-vue', 'autoprefixer', 'cross-env', 'eslint', 'eslint-config-prettier', 'eslint-plugin-vue', 'prettier', 'rimraf', 'sass', 'vite', 'vite-plugin-banner', 'vue', 'vue-router']"
chakra-ui/zag,"['@axe-core/playwright', '@babel/generator', '@babel/parser', '@babel/traverse', '@babel/types', '@changesets/changelog-github', '@changesets/cli', '@commitlint/cli', '@commitlint/config-conventional', '@octokit/rest', '@playwright/test', '@swc/core', '@types/babel__generator', '@types/babel__traverse', '@types/node', '@types/signale', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'axe-core', 'commitlint', 'cross-env', 'dotenv', 'eslint', 'eslint-config-prettier', 'eslint-plugin-import', 'eslint-plugin-prettier', 'fast-glob', 'find-packages', 'husky', 'lint-staged', 'node-fetch', 'plop', 'prettier', 'prettier-plugin-svelte', 'signale', 'ts-morph', 'tsup', 'tsx', 'typescript', 'vercel-submodules', 'vite', 'vite-plugin-dts', 'vitest']"
epicmaxco/vuestic-ui,"['lerna', 'syncpack', 'yorkie', 'tsx']"
didi/mand-mobile,"['@types/babel-generator', '@types/babel-types', '@types/babylon', '@types/eslint-plugin-prettier', '@types/glob', '@types/jest', '@types/prettier', '@types/vue', '@vue/server-test-utils', '@vue/test-utils', 'aesir-cli', 'autoprefixer', 'babel-core', 'babel-eslint', 'babel-generator', 'babel-helper-vue-jsx-merge-props', 'babel-jest', 'babel-loader', 'babel-plugin-import', 'babel-plugin-istanbul', 'babel-plugin-syntax-dynamic-import', 'babel-plugin-syntax-jsx', 'babel-plugin-transform-object-rest-spread', 'babel-plugin-transform-runtime', 'babel-plugin-transform-vue-jsx', 'babel-preset-env', 'babel-register', 'babel-types', 'babelrc-rollup', 'babylon', 'bluebird', 'chai', 'chalk', 'codecov', 'commander', 'commitizen', 'connect-history-api-fallback', 'copy-webpack-plugin', 'cross-env', 'cross-spawn', 'css-loader', 'cssnano', 'cz-mand-mobile-changelog', 'dependency-tree', 'eslint', 'eslint-config-aesir-mandatory', 'eslint-config-aesir-recommand', 'eslint-config-standard', 'eslint-friendly-formatter', 'eslint-loader', 'eslint-plugin-html', 'eslint-plugin-import', 'eslint-plugin-json', 'eslint-plugin-node', 'eslint-plugin-prettier', 'eslint-plugin-promise', 'eslint-plugin-standard', 'eventsource-polyfill', 'express', 'extract-text-webpack-plugin', 'fastclick', 'file-loader', 'friendly-errors-webpack-plugin', 'fs-extra', 'git-user-email', 'git-user-name', 'glob', 'gulp', 'gulp-babel', 'gulp-base64', 'gulp-preprocess', 'gulp-stylus', 'gulp-util', 'happypack', 'html-webpack-plugin', 'http-proxy-middleware', 'husky', 'inject-loader', 'inquirer', 'jest', 'jest-canvas-mock', 'jest-serializer-vue', 'jest-svg-sprite-loader', 'jest-transform-stub', 'lint-staged', 'livereload', 'merge2', 'mime-types', 'moment', 'nib', 'opn', 'optimize-css-assets-webpack-plugin', 'ora', 'portfinder', 'postcss-load-config', 'postcss-loader', 'postcss-pixel-to-viewport', 'postcss-pxtorem', 'postcss-url', 'poststylus', 'prettier', 'progress-bar-webpack-plugin', 'recursive-copy', 'rimraf', 'rollup', 'rollup-plugin-alias', 'rollup-plugin-babel', 'rollup-plugin-commonjs', 'rollup-plugin-css-only', 'rollup-plugin-filesize', 'rollup-plugin-glob-import', 'rollup-plugin-image', 'rollup-plugin-import-alias', 'rollup-plugin-inject', 'rollup-plugin-json', 'rollup-plugin-node-builtins', 'rollup-plugin-node-globals', 'rollup-plugin-node-resolve', 'rollup-plugin-postcss', 'rollup-plugin-progress', 'rollup-plugin-replace', 'rollup-plugin-require-context', 'rollup-plugin-stylus-css-modules', 'rollup-plugin-template-html', 'rollup-plugin-uglify', 'rollup-plugin-url', 'rollup-plugin-vue', 'rollup-pluginutils', 'selenium-server', 'semver', 'shelljs', 'sinon', 'sinon-chai', 'stylus', 'stylus-loader', 'svg-sprite-loader', 'url-loader', 'vconsole', 'vue', 'vue-jest', 'vue-loader', 'vue-router', 'vue-server-renderer', 'vue-style-loader', 'vue-template-compiler', 'vueify', 'webpack', 'webpack-bundle-analyzer', 'webpack-dev-middleware', 'webpack-hot-middleware', 'webpack-merge', 'webpackbar', 'word-wrap', 'yargs']"
unovue/radix-vue,"['@antfu/eslint-config', '@commitlint/cli', '@commitlint/config-conventional', 'bumpp', 'eslint', 'lint-staged', 'pnpm', 'rimraf', 'simple-git-hooks', 'typescript']"
invertase/react-native-material-design,"['react-native-material-design-styles', 'react-native-vector-icons', 'babel-eslint', 'eslint', 'eslint-plugin-react']"
arco-design/arco-design-vue,"['@commitlint/cli', '@commitlint/config-conventional', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'eslint', 'eslint-config-airbnb-base', 'eslint-config-prettier', 'eslint-import-resolver-typescript', 'eslint-plugin-import', 'eslint-plugin-prettier', 'eslint-plugin-vue', 'husky', 'lerna', 'lint-staged', 'prettier', 'stylelint', 'stylelint-config-prettier', 'stylelint-config-rational-order', 'stylelint-config-standard', 'stylelint-order', 'typescript', 'yarn']"
alibaba/ChatUI,"['@babel/runtime', '@babel/runtime-corejs3', 'clsx', 'core-js', 'dompurify', 'intersection-observer', '@babel/cli', '@babel/core', '@babel/plugin-proposal-class-properties', '@babel/plugin-transform-runtime', '@babel/preset-env', '@babel/preset-react', '@babel/preset-typescript', '@commitlint/cli', '@commitlint/config-conventional', '@rollup/plugin-babel', '@rollup/plugin-commonjs', '@rollup/plugin-node-resolve', '@testing-library/jest-dom', '@testing-library/react', '@types/dompurify', '@types/jest', '@types/react', '@types/react-dom', '@types/resize-observer-browser', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'autoprefixer', 'copyfiles', 'cssnano', 'eslint', 'eslint-config-airbnb', 'eslint-config-airbnb-typescript', 'eslint-config-prettier', 'eslint-plugin-compat', 'eslint-plugin-import', 'eslint-plugin-jsx-a11y', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'husky', 'jest', 'less', 'postcss', 'postcss-cli', 'postcss-pxtorem', 'react', 'react-dom', 'rollup', 'rollup-plugin-terser', 'ts-jest', 'typescript']"
lobehub/sd-webui-lobe-theme,"['@bluelovers/auto1111-pnginfo', '@icons-pack/react-simple-icons', '@lobehub/ui', '@rollup/rollup-win32-x64-msvc', 'ahooks', 'antd', 'antd-style', 'consola', 'dayjs', 'i18next', 'i18next-http-backend', 'lodash-es', 'lucide-react', 'lucide-static', 'modern-screenshot', 'polished', 'react', 'react-dnd', 'react-dnd-html5-backend', 'react-dom', 'react-helmet', 'react-i18next', 'react-layout-kit', 'react-rnd', 'react-tag-input', 'semver', 'shiki', 'split-smartly2', 'swr', 'url-join', 'zustand', 'zustand-utils', '@commitlint/cli', '@lobehub/lint', '@testing-library/jest-dom', '@testing-library/react', '@types/lodash-es', '@types/node', '@types/react', '@types/react-dom', '@types/react-helmet', '@types/react-tag-input', '@types/semver', '@vitejs/plugin-react-swc', '@vitest/coverage-v8', 'commitlint', 'dotenv', 'eslint', 'fast-deep-equal', 'husky', 'jsdom', 'lint-staged', 'prettier', 'query-string', 'remark', 'remark-cli', 'semantic-release', 'stylelint', 'terser', 'typescript', 'vite', 'vitest']"
radix-ui/design-system,"['@radix-ui/colors', '@radix-ui/react-accordion', '@radix-ui/react-alert-dialog', '@radix-ui/react-aspect-ratio', '@radix-ui/react-avatar', '@radix-ui/react-checkbox', '@radix-ui/react-context-menu', '@radix-ui/react-dialog', '@radix-ui/react-dropdown-menu', '@radix-ui/react-icons', '@radix-ui/react-menu', '@radix-ui/react-popover', '@radix-ui/react-portal', '@radix-ui/react-progress', '@radix-ui/react-radio-group', '@radix-ui/react-separator', '@radix-ui/react-slider', '@radix-ui/react-switch', '@radix-ui/react-tabs', '@radix-ui/react-toggle', '@radix-ui/react-tooltip', '@radix-ui/react-use-layout-effect', '@stitches/react', 'colorjs.io', 'lodash.merge', '@next/mdx', '@types/bezier-easing', '@types/chroma-js', '@types/lodash.merge', '@types/node', '@types/react', 'bezier-easing', 'husky', 'lint-staged', 'next', 'np', 'prettier', 'react', 'react-bezier-curve-editor', 'react-dom', 'rollup', 'rollup-plugin-typescript2', 'typescript']"
arielsalminen/vue-design-system,"['@babel/polyfill', 'lodash', 'mini-css-extract-plugin', 'postcss-import', 'postcss-loader', 'postcss-safe-parser', 'postcss-url', 'tinycolor2', 'vue', 'vue-lodash', 'vue-meta', 'vue-router', 'vuex', 'webfontloader', '@babel/cli', '@babel/core', '@babel/plugin-proposal-class-properties', '@babel/plugin-proposal-object-rest-spread', '@babel/plugin-syntax-dynamic-import', '@babel/plugin-transform-runtime', '@babel/preset-env', '@babel/register', '@vue/test-utils', 'autoprefixer', 'babel-core', 'babel-eslint', 'babel-jest', 'babel-loader', 'babel-plugin-transform-react-jsx', 'chalk', 'color', 'compression-webpack-plugin', 'copy-webpack-plugin', 'css-loader', 'eslint', 'eslint-plugin-compat', 'eslint-plugin-es5', 'eslint-plugin-import', 'eslint-plugin-vue', 'file-loader', 'friendly-errors-webpack-plugin', 'html-loader', 'html-webpack-plugin', 'http-proxy-middleware', 'husky', 'jest', 'jest-serializer-vue', 'node-notifier', 'node-sass', 'npm-run-all', 'onchange', 'optimist', 'optimize-css-assets-webpack-plugin', 'ora', 'portfinder', 'prettier', 'pretty-quick', 'rimraf', 'sass-loader', 'sass-resources-loader', 'semver', 'shelljs', 'style-loader', 'terser-webpack-plugin', 'theo', 'url-loader', 'vue-jest', 'vue-loader', 'vue-style-loader', 'vue-styleguidist', 'vue-template-compiler', 'webpack', 'webpack-bundle-analyzer', 'webpack-cli', 'webpack-dev-server', 'webpack-merge', 'webpack-merge-and-include-globally']"
FE-Driver/vue-beauty,"['async-validator', 'autosize', 'core-js', 'date-fns', 'deepmerge', 'lodash', 'popper.js', 'autoprefixer', 'axios', 'babel-core', 'babel-eslint', 'babel-loader', 'babel-plugin-transform-runtime', 'babel-preset-env', 'babel-preset-stage-2', 'babel-register', 'chalk', 'cheerio', 'clipboard', 'connect-history-api-fallback', 'copy-webpack-plugin', 'css-loader', 'eslint', 'eslint-config-airbnb-base', 'eslint-friendly-formatter', 'eslint-import-resolver-webpack', 'eslint-loader', 'eslint-plugin-html', 'eslint-plugin-import', 'eventsource-polyfill', 'express', 'extract-text-webpack-plugin', 'file-loader', 'formidable', 'friendly-errors-webpack-plugin', 'highlight.js', 'html-webpack-plugin', 'http-proxy-middleware', 'less', 'less-loader', 'markdown-it', 'markdown-it-anchor', 'markdown-it-container', 'opn', 'optimize-css-assets-webpack-plugin', 'ora', 'rimraf', 'semver', 'shelljs', 'transliteration', 'url-loader', 'vue', 'vue-loader', 'vue-markdown-loader', 'vue-router', 'vue-style-loader', 'vue-template-compiler', 'webpack', 'webpack-bundle-analyzer', 'webpack-dev-middleware', 'webpack-hot-middleware', 'webpack-merge']"
DevCloudFE/ng-devui,"['@angular/animations', '@angular/cdk', '@angular/common', '@angular/compiler', '@angular/core', '@angular/forms', '@angular/platform-browser', '@angular/platform-browser-dynamic', '@angular/router', '@devui-design/icons', '@ngx-translate/core', '@ngx-translate/http-loader', '@popperjs/core', 'bootstrap', 'color', 'core-js', 'date-fns', 'gridstack', 'marked', 'tslib', 'zone.js', '@angular-builders/custom-webpack', '@angular-devkit/build-angular', '@angular-eslint/builder', '@angular-eslint/eslint-plugin', '@angular/cli', '@angular/compiler-cli', '@angular/language-service', '@commitlint/cli', '@commitlint/config-conventional', '@stackblitz/sdk', '@types/jasmine', '@types/jasminewd2', '@types/lodash-es', '@types/marked', '@types/node', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'clean-css-cli', 'css-vars-ponyfill', 'codelyzer', 'codesandbox', 'eslint', 'highlight.js', 'html-loader', 'husky', 'jasmine-core', 'jasmine-spec-reporter', 'karma', 'karma-chrome-launcher', 'karma-coverage', 'karma-jasmine', 'karma-jasmine-html-reporter', 'karma-junit-reporter', 'lint-staged', 'lodash-es', 'markdown-loader', 'ng-packagr', 'patch-package', 'postcss', 'prettier', 'protractor', 'rxjs', 'sass', 'shelljs', 'stylelint', 'stylelint-config-recommended-scss', 'stylelint-config-standard', 'stylelint-scss', 'synckit', 'ts-node', 'typescript']"
creativetimofficial/now-ui-kit,"['gulp', 'gulp-autoprefixer', 'gulp-clean', 'gulp-install', 'gulp-sass', 'gulp-sourcemaps', 'gulp-open']"
franken-ui/ui,"['@sveltejs/adapter-static', '@sveltejs/kit', '@sveltejs/package', '@sveltejs/vite-plugin-svelte', '@types/eslint', '@types/lodash', '@types/node', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'autoprefixer', 'eslint', 'eslint-config-prettier', 'eslint-plugin-svelte', 'lodash', 'postcss-combine-duplicated-selectors', 'postcss-sort-media-queries', 'prettier', 'prettier-plugin-svelte', 'prettier-plugin-tailwindcss', 'publint', 'svelte', 'svelte-check', 'tailwindcss', 'tslib', 'typescript', 'vite']"
cschroeter/park-ui,"['@biomejs/biome', '@types/bun', 'lefthook', 'turbo', 'typescript', 'vercel', 'vercel-submodules']"
adrianhajdin/brainwave,"['react', 'react-dom', 'react-just-parallax', 'react-router-dom', 'scroll-lock', '@types/react', '@types/react-dom', '@vitejs/plugin-react', 'autoprefixer', 'eslint', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'eslint-plugin-react-refresh', 'postcss', 'tailwindcss', 'vite']"
mdbootstrap/mdb-react-ui-kit,"['clsx', 'react-popper', '@popperjs/core', 'framer-motion']"
inkline/inkline,"['prettier', 'turbo']"
lmsqueezy/wedges,"['@changesets/cli', '@commitlint/cli', '@commitlint/config-conventional', '@ianvs/prettier-plugin-sort-imports', '@testing-library/jest-dom', '@testing-library/react', '@types/jest', '@types/node', '@types/react', '@types/react-dom', '@wedges/eslint-config', 'clsx', 'husky', 'jest', 'jest-environment-jsdom', 'prettier', 'prettier-plugin-tailwindcss', 'react', 'react-dom', 'rimraf', 'tailwind-merge', 'tailwindcss', 'ts-jest', 'turbo', 'typescript', '@changesets/changelog-github']"
StaticMania/keep-react,"['@radix-ui/react-accordion', '@radix-ui/react-avatar', '@radix-ui/react-checkbox', '@radix-ui/react-dialog', '@radix-ui/react-dropdown-menu', '@radix-ui/react-popover', '@radix-ui/react-select', '@radix-ui/react-slider', '@radix-ui/react-switch', '@radix-ui/react-tabs', '@radix-ui/react-tooltip', '@radix-ui/react-visually-hidden', 'clsx', 'cmdk', 'date-fns', 'deepmerge', 'embla-carousel', 'embla-carousel-react', 'input-otp', 'react', 'react-day-picker', 'react-dom', 'react-dropzone', 'recharts', 'sonner', 'tailwind-merge', 'tailwindcss-animate', '@babel/core', '@commitlint/cli', '@commitlint/config-conventional', '@mdx-js/loader', '@mdx-js/react', '@next/mdx', '@tailwindcss/forms', '@types/babel__core', '@types/babel__generator', '@types/mdx', '@types/node', '@types/react', '@types/react-dom', '@types/react-syntax-highlighter', '@types/recharts', '@types/uuid', 'autoprefixer', 'css-minify', 'embla-carousel-autoplay', 'embla-carousel-class-names', 'eslint', 'eslint-config-next', 'eslint-config-prettier', 'eslint-plugin-prettier', 'eslint-plugin-storybook', 'gray-matter', 'husky', 'lint-staged', 'next', 'next-mdx-remote', 'next-nprogress-bar', 'next-themes', 'phosphor-react', 'postcss', 'postcss-loader', 'prettier', 'prettier-plugin-css-order', 'prettier-plugin-tailwindcss', 'prismjs', 'prop-types', 'react-markdown', 'react-syntax-highlighter', 'rehype-pretty-code', 'rehype-slug', 'remark-toc', 'shiki', 'tailwindcss', 'tsconfig-paths-webpack-plugin', 'typescript', 'uuid']"
