name,description,stars,language,forks,url,created_at,updated_at,open_issues,default_branch,contributors_count,commits_count,topics,watchers,size,has_wiki,has_projects,has_issues,has_pages,releases_count,language_detected,package.json,package-lock.json,composer.json,composer.lock,vite.config.js,angular.json,tsconfig.json,babel.config.js,postcss.config.js,vue.config.js,category,Plugins
jdf2e/nutui-react,京东风格的移动端 React 组件库 、支持多端小程序(A React UI Toolkit for Mobile Web),883,TypeScript,257,https://github.com/jdf2e/nutui-react,2021-11-26,2024-10-12,162,next,111,2255,"['typescript', 'react-components', 'ui-library', 'ui-kit', 'nutui-react']",883,44207,False,True,True,False,140,en,True,False,False,False,False,False,True,False,False,False,Componente UX,"['@babel/runtime', '@nutui/icons-react', '@nutui/icons-react-taro', '@nutui/touch-emulator', '@react-spring/web', '@use-gesture/react', 'async-validator', 'classnames', 'lodash.isequal', 'lodash.kebabcase', 'react-transition-group', '@babel/core', '@babel/plugin-proposal-class-properties', '@babel/plugin-proposal-object-rest-spread', '@babel/plugin-syntax-dynamic-import', '@babel/plugin-transform-runtime', '@babel/preset-env', '@babel/preset-react', '@babel/preset-typescript', '@commitlint/cli', '@commitlint/config-conventional', '@loadable/component', 'prettier-markdown-table', '@mdx-js/mdx', '@mdx-js/react', '@mdx-js/rollup', '@pmmmwh/react-refresh-webpack-plugin', '@rollup/plugin-babel', '@rollup/plugin-commonjs', '@rollup/plugin-node-resolve', '@rollup/plugin-typescript', '@tarojs/components', '@tarojs/plugin-platform-alipay', '@tarojs/plugin-platform-weapp', '@tarojs/react', '@tarojs/taro', '@testing-library/jest-dom', '@testing-library/react', '@types/fs-extra', '@types/loadable__component', '@types/lodash.isequal', '@types/lodash.kebabcase', '@types/node', '@types/postcss-import', '@types/react', '@types/react-dom', '@types/react-syntax-highlighter', '@types/react-test-renderer', '@types/react-transition-group', '@types/testing-library__jest-dom', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', '@vitejs/plugin-react', '@vitest/coverage-v8', '@vitest/ui', 'autoprefixer', 'axios', 'babel-plugin-react-scoped-css', 'eslint', 'eslint-config-airbnb', 'eslint-config-prettier', 'eslint-plugin-import', 'eslint-plugin-jsx-a11y', 'eslint-plugin-markdown', 'eslint-plugin-prettier', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'eslint-plugin-unused-imports', 'fs-extra', 'glob', 'happy-dom', 'highlight.js', 'husky', 'inquirer', 'jscodeshift', 'lint-staged', 'lzutf8', 'map-stream', 'markdown-it', 'marked', 'mobx', 'mobx-react-lite', 'postcss', 'postcss-import', 'postcss-modules', 'postcss-rtlcss', 'postcss-scss', 'prettier', 'react', 'react-color', 'react-dom', 'react-markdown', 'react-refresh', 'react-router-dom', 'react-syntax-highlighter', 'react-test-renderer', 'reactcss', 'remark-directive', 'remark-gfm', 'rollup', 'rollup-plugin-delete', 'rollup-plugin-dts', 'sass', 'shelljs', 'ts-node', 'turndown', 'turndown-plugin-gfm', 'typescript', 'unist-util-visit', 'vinyl-fs', 'vite', 'vite-plugin-dts', 'vitest', 'vitest-canvas-mock']"
microsoft/ace,Build Cordova apps with true native UI,851,Objective-C++,155,https://github.com/microsoft/ace,2016-01-26,2024-10-01,25,master,8,203,[],851,3038,True,True,True,True,3,en,True,False,False,False,False,False,False,False,False,False,Aplicação UX,"['fs-extra', 'xcode']"
themesberg/neumorphism-ui-bootstrap,"Neumorphism inspired UI Kit: web components, sections and pages in neumorphic style built with Bootstrap CSS Framework",851,HTML,129,https://github.com/themesberg/neumorphism-ui-bootstrap,2020-05-07,2024-10-04,23,master,2,39,"['neumorphism', 'neomorphism', 'neumorphic', 'neomorphic', 'css', 'sass', 'gulp', 'bootstrap', 'ui', 'ui-kit', 'uikit', 'neumorphism-ui']",851,7266,True,True,True,False,1,en,True,True,False,False,False,False,False,False,False,False,Componente UX,"['@fortawesome/fontawesome-free', 'bootstrap', 'bootstrap-datepicker', 'headroom.js', 'jarallax', 'jquery', 'jquery-countdown', 'jquery-validation', 'jquery.counterup', 'nouislider', 'onscreen', 'popper.js', 'prismjs', 'smooth-scroll', 'sticky-sidebar', 'waypoints', 'browser-sync', 'del', 'gulp', 'gulp-autoprefixer', 'gulp-clean-css', 'gulp-cssbeautify', 'node-sass', 'gulp-file-include', 'gulp-header', 'gulp-htmlmin', 'gulp-npm-dist', 'gulp-plumber', 'gulp-rename', 'gulp-sass', 'gulp-sourcemaps', 'gulp-uglify', 'gulp-wait', 'merge-stream']"
robbins23/daisyui-admin-dashboard-template,"Free admin dashboard template using Daisy UI, React js and Tailwind CSS",850,JavaScript,224,https://github.com/robbins23/daisyui-admin-dashboard-template,2022-11-27,2024-10-12,1,master,1,32,"['dashboard-application', 'dashboard-templates', 'react', 'saas-admin', 'saas-boilerplate', 'tailwindcss', 'daisyui', 'reactrouter6', 'admin-dashboard', 'free-template', 'saas-starter-kit', 'dark-theme', 'tailwindcss-template', 'tailwindcss-v3']",850,701,True,True,True,False,1,en,True,True,False,False,False,False,False,False,True,False,Componente UX,"['@heroicons/react', '@reduxjs/toolkit', '@testing-library/jest-dom', '@testing-library/react', '@testing-library/user-event', 'axios', 'capitalize-the-first-letter', 'chart.js', 'dayjs', 'moment', 'react', 'react-chartjs-2', 'react-dom', 'react-notifications', 'react-redux', 'react-router-dom', 'react-scripts', 'react-tailwindcss-datepicker', 'theme-change', 'web-vitals', '@tailwindcss/typography', 'autoprefixer', 'daisyui', 'postcss', 'tailwindcss']"
oku-ui/primitives,"Vue Radix UI Primitives 1:1 . Components, icons, colors, and templates for building high-quality, accessible UI. Free and open-source.",848,Vue,35,https://github.com/oku-ui/primitives,2023-04-26,2024-10-11,33,main,21,479,"['vue', 'accessibility', 'component-library', 'nuxt', 'oku', 'ui', 'ui-components', 'ui-kit', 'oku-ui', 'vue-radix', 'radix-ui']",848,11132,False,True,True,False,13,en,True,False,False,False,False,False,True,False,False,False,Componente UX,"['@antfu/eslint-config', '@clack/prompts', '@egoist/tailwindcss-icons', '@floating-ui/vue', '@iconify-json/ph', '@storybook/addon-essentials', '@storybook/addon-interactions', '@storybook/addon-links', '@storybook/blocks', '@storybook/testing-library', '@storybook/vue3', '@storybook/vue3-vite', '@types/node', '@vitejs/plugin-vue', '@vitest/coverage-v8', '@vue/test-utils', 'autoprefixer', 'bumpp', 'changelogen', 'chokidar', 'chromatic', 'eslint', 'eslint-plugin-storybook', 'esno', 'globby', 'happy-dom', 'jiti', 'jsdom', 'lint-staged', 'nx', 'ofetch', 'pathe', 'postcss', 'react', 'react-dom', 'rimraf', 'simple-git-hooks', 'storybook', 'storybook-dark-mode', 'tailwindcss', 'tsup', 'turbo', 'typescript', 'unbuild', 'vite', 'vite-plugin-dts', 'vitest', 'vitest-axe', 'vue']"
angular-split/angular-split,🍌 Angular UI library to split views and allow dragging to resize areas using CSS flexbox layout.,848,TypeScript,208,https://github.com/angular-split/angular-split,2016-12-16,2024-10-12,37,main,29,452,"['angular', 'flexbox', 'split-area', 'split-pane', 'css-flexbox-layout']",848,4046,False,False,True,False,3,en,True,True,False,False,False,True,True,False,False,False,Componente UX,"['@angular/animations', '@angular/common', '@angular/compiler', '@angular/core', '@angular/forms', '@angular/platform-browser', '@angular/platform-browser-dynamic', '@angular/router', 'bootstrap', 'marked', 'ngx-bootstrap', 'rxjs', 'zone.js', '@angular-devkit/architect', '@angular-devkit/build-angular', '@angular-devkit/core', '@angular-devkit/schematics', '@angular-eslint/builder', '@angular-eslint/eslint-plugin', '@angular-eslint/eslint-plugin-template', '@angular-eslint/schematics', '@angular-eslint/template-parser', '@angular/cli', '@angular/compiler-cli', '@angular/language-service', '@commitlint/cli', '@commitlint/config-angular', '@commitlint/config-conventional', '@types/marked', '@types/node', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'angular-cli-ghpages', 'cypress', 'eslint', 'husky', 'lint-staged', 'ng-packagr', 'postcss', 'prettier', 'serve', 'ts-node', 'tslib', 'typescript', 'webpack-bundle-analyzer', 'wireit']"
ant-design/ant-design-web3,"🥳 Efficient react components for building dapps easier | Connect crypto wallets and more Web3 UI components | Web3 icons | Supports Ethereum, Solana, Bitcoin, TON, Sui and others.",844,TypeScript,142,https://github.com/ant-design/ant-design-web3,2023-08-18,2024-10-11,27,main,53,906,"['antd', 'ethereum', 'react', 'solana', 'web3', 'bitcoin', 'ton']",844,304290,True,True,True,True,36,en,True,False,False,False,False,False,True,False,False,False,Componente UX,"['@ant-design/cssinjs', '@ant-design/icons', '@ant-design/web3', '@ant-design/web3-assets', '@ant-design/web3-common', '@ant-design/web3-ethers', '@ant-design/web3-icons', '@ant-design/web3-solana', '@ant-design/web3-sui', '@ant-design/web3-ton', '@ant-design/web3-wagmi', '@mysten/dapp-kit', '@mysten/sui', '@solana/wallet-adapter-coinbase', '@solana/wallet-adapter-trust', '@tanstack/query-sync-storage-persister', '@tanstack/react-query', '@tanstack/react-query-persist-client', 'antd', 'antd-style', 'antd-token-previewer-web3', 'cross-env', 'decimal.js', 'dumi', 'dumi-theme-antd-web3', 'ethers', 'github-contributors-lists', 'react', 'react-copy-to-clipboard', 'react-dom', 'viem', 'wagmi', '@biomejs/biome', '@changesets/changelog-git', '@changesets/cli', '@ctrl/tinycolor', '@ianvs/prettier-plugin-sort-imports', '@testing-library/react', '@types/lodash', '@types/node', '@types/react', '@types/react-copy-to-clipboard', '@types/react-dom', '@umijs/fabric', '@vitest/coverage-v8', 'babel-plugin-add-import-extension', 'babel-plugin-inline-react-svg', 'babel-plugin-react-inline-svg-unique-id', 'classnames', 'eslint', 'eslint-plugin-unused-imports', 'father', 'husky', 'jsdom', 'lint-staged', 'lodash', 'prettier', 'rc-util', 'rimraf', 'ts-node', 'typescript', 'vite-plugin-svgr', 'vitest']"
ComponentDriven/csf,Component Story Format is an open standard for UI component examples based on JavaScript ES6 modules.,833,TypeScript,47,https://github.com/ComponentDriven/csf,2019-12-09,2024-10-12,18,next,17,227,[],833,889,True,True,True,False,36,en,True,False,False,False,False,False,True,False,False,False,Componente UX,"['type-fest', '@auto-it/released', '@ngard/tiny-isequal', '@storybook/eslint-config-storybook', '@types/jest', '@types/node', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'auto', 'common-tags', 'eslint', 'eslint-import-resolver-typescript', 'eslint-plugin-import', 'eslint-plugin-jest', 'expect-type', 'jest', 'lodash', '@types/lodash', 'prettier', 'ts-jest', 'tsup', 'typescript']"
erikras/redux-form-material-ui,A set of wrapper components to facilitate using Material UI with Redux Form,831,JavaScript,228,https://github.com/erikras/redux-form-material-ui,2016-05-23,2024-07-11,74,master,24,82,[],831,7529,True,True,True,True,19,en,True,True,False,False,False,False,False,False,False,False,Componente UX,"['babel-cli', 'babel-core', 'babel-eslint', 'babel-loader', 'babel-plugin-istanbul', 'babel-plugin-syntax-async-functions', 'babel-plugin-transform-es2015-modules-commonjs', 'babel-plugin-transform-regenerator', 'babel-preset-es2015-no-commonjs', 'babel-preset-react', 'babel-preset-stage-2', 'babel-register', 'codecov.io', 'cross-env', 'eslint', 'eslint-config-react-app', 'eslint-plugin-flowtype', 'eslint-plugin-import', 'eslint-plugin-jsx-a11y', 'eslint-plugin-react', 'expect', 'expect-jsx', 'isparta', 'jsdom', 'lodash.noop', 'material-ui', 'mocha', 'mocha-lcov-reporter', 'nyc', 'prettier', 'react', 'react-addons-test-utils', 'react-dom', 'react-tap-event-plugin', 'rimraf', 'webpack']"
creativetimofficial/notus-svelte,Notus Svelte: Free Tailwind CSS UI Kit and Admin,826,Svelte,424,https://github.com/creativetimofficial/notus-svelte,2020-09-09,2024-10-08,11,main,2,408,"['tailwindcss', 'tailwind', 'tailwind-css', 'svelte', 'sveltejs', 'tailwind-css-template', 'svelte-template', 'svelte-kit', 'svelte-admin', 'svelte-dashboard', 'kit', 'uikit', 'admin', 'admin-dashboard', 'ui-kit', 'dashboard', 'notus', 'svelte-components']",826,6566,True,True,True,True,2,en,True,False,False,False,False,False,False,False,False,False,Componente UX,"['@fortawesome/fontawesome-free', '@popperjs/core', '@rollup/plugin-alias', '@tailwindcss/forms', 'chart.js', 'sirv-cli', 'svelte-routing', 'tailwindcss', '@rollup/plugin-commonjs', '@rollup/plugin-node-resolve', 'autoprefixer', 'postcss', 'rollup', 'rollup-plugin-livereload', 'rollup-plugin-svelte', 'rollup-plugin-terser', 'svelte']"
Tencent/tdesign-react,A React UI components lib for TDesign.,821,TypeScript,317,https://github.com/Tencent/tdesign-react,2021-12-15,2024-10-10,144,develop,183,4654,"['tdesign', 'less', 'react', 'pc', 'typescript']",821,28412,True,True,True,False,126,en,True,False,False,False,False,False,True,True,True,False,Componente UX,"['@babel/runtime', '@popperjs/core', '@types/sortablejs', '@types/tinycolor2', '@types/validator', 'classnames', 'dayjs', 'hoist-non-react-statics', 'lodash', 'mitt', 'raf', 'react-is', 'react-popper', 'react-transition-group', 'sortablejs', 'tdesign-icons-react', 'tinycolor2', 'tslib', 'validator', '@babel/cli', '@babel/core', '@babel/plugin-transform-runtime', '@babel/plugin-transform-typescript', '@babel/preset-env', '@babel/preset-react', '@babel/preset-typescript', '@commitlint/cli', '@commitlint/config-conventional', '@istanbuljs/nyc-config-typescript', '@rollup/plugin-babel', '@rollup/plugin-commonjs', '@rollup/plugin-json', '@rollup/plugin-node-resolve', '@rollup/plugin-replace', '@rollup/plugin-url', '@testing-library/jest-dom', '@testing-library/react', '@testing-library/user-event', '@types/estree', '@types/hoist-non-react-statics', '@types/lodash', '@types/node', '@types/raf', '@types/react', '@types/react-dom', '@types/react-is', '@types/react-transition-group', '@types/rimraf', '@types/testing-library__jest-dom', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', '@vitejs/plugin-react', '@vitest/coverage-v8', '@vitest/coverage-istanbul', '@vitest/ui', 'autoprefixer', 'babel-polyfill', 'camelcase', 'chalk', 'cross-env', 'cz-conventional-changelog', 'dom-parser', 'esbuild', 'eslint', 'eslint-config-airbnb-base', 'eslint-config-prettier', 'eslint-plugin-import', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'glob', 'gray-matter', 'happy-dom', 'husky', 'jest-canvas-mock', 'jsdom', 'less', 'lint-staged', 'markdown-it-fence', 'mockdate', 'msw', 'npm-run-all', 'nyc', 'postcss', 'prettier', 'prismjs', 'prop-types', 'react', 'react-dom', 'react-element-to-jsx-string', 'react-router-dom', 'resize-observer-polyfill', 'rimraf', 'rollup', 'rollup-plugin-analyzer', 'rollup-plugin-esbuild', 'rollup-plugin-ignore-import', 'rollup-plugin-multi-input', 'rollup-plugin-postcss', 'rollup-plugin-static-import', 'rollup-plugin-styles', 'rollup-plugin-terser', 'rollup-plugin-typescript2', 'standard-changelog', 'start-server-and-test', 'tdesign-icons-view', 'tdesign-publish-cli', 'tdesign-site-components', 'tdesign-theme-generator', 'ts-morph', 'ts-node', 'typescript', 'vite', 'vite-plugin-istanbul', 'vite-plugin-pwa', 'vite-plugin-tdoc', 'vitest', 'workbox-precaching']"
vue-terminal/vue-termui,The Modern Terminal UI Framework,804,TypeScript,31,https://github.com/vue-terminal/vue-termui,2022-02-19,2024-10-12,7,main,7,292,"['terminal', 'tui', 'vue', 'custom-renderer']",804,1407,False,True,True,False,0,en,True,False,False,False,False,False,True,False,False,False,Componente UX,"['@types/node', '@vitejs/plugin-vue', '@vitest/coverage-c8', '@vue/compiler-sfc', '@vue/runtime-core', 'c8', 'chalk', 'conventional-changelog-cli', 'enquirer', 'execa', 'globby', 'minimist', 'p-series', 'prettier', 'semver', 'tsup', 'typescript', 'unbuild', 'unplugin-auto-import', 'unplugin-vue-components', 'vite', 'vitest', 'vue', 'vue-tsc']"
sozonome/nextarter-chakra,battery packed template / boilerplate to initialize Next.js app with Chakra UI & Typescript setup ✨,800,TypeScript,98,https://github.com/sozonome/nextarter-chakra,2020-08-13,2024-10-10,1,main,10,300,"['nextjs', 'chakra-ui', 'typescript', 'boilerplate', 'boilerplate-template', 'nextjs-template', 'nextjs-starter', 'nextjs-boilerplate', 'template', 'react', 'starter-template']",800,2737,True,True,True,False,0,en,True,False,False,False,False,False,True,False,False,False,Componente UX,"['@chakra-ui/next-js', '@chakra-ui/react', '@emotion/react', '@emotion/styled', 'framer-motion', 'next', 'next-pwa', 'react', 'react-dom', 'react-icons', '@commitlint/cli', '@commitlint/config-conventional', '@commitlint/cz-commitlint', '@playwright/test', '@types/react', 'commitizen', 'cross-env', 'eslint', 'eslint-config-next', 'eslint-config-sznm', 'husky', 'lint-staged', 'next-sitemap', 'prettier', 'standard-version', 'typescript']"
alexanmtz/material-sense,"A React Material UI template to create rich applications with wizards, charts and ranges",796,JavaScript,211,https://github.com/alexanmtz/material-sense,2019-01-01,2024-09-15,28,master,8,39,"['reactjs', 'material-ui', 'material-ui-tutorial', 'template', 'javascript', 'design', 'ui-components']",796,5891,True,True,True,True,0,en,True,False,False,False,False,False,False,False,False,False,Componente UX,"['@material-ui/core', '@material-ui/icons', '@material-ui/lab', '@material-ui/styles', 'gh-pages', 'numeral', 'opencollective-postinstall', 'query-string', 'react', 'react-dom', 'react-router-dom', 'react-scripts', 'react-swipeable-views', 'react-swipeable-views-utils', 'recharts']"
creativetimofficial/notus-react,Notus React: Free Tailwind CSS UI Kit and Admin,793,JavaScript,1136,https://github.com/creativetimofficial/notus-react,2020-09-01,2024-10-11,10,main,3,309,"['tailwindcss', 'tailwind', 'tailwind-css', 'react', 'reactjs', 'tailwind-css-template', 'tailwindcss-extension', 'react-template', 'react-kit', 'react-dashboard', 'react-admin', 'kit', 'uikit', 'admin', 'admin-dashboard', 'ui-kit', 'dashboard', 'react-components', 'notus']",793,9046,True,True,True,True,2,en,True,False,False,False,False,False,False,False,False,False,Componente UX,"['@fortawesome/fontawesome-free', '@popperjs/core', '@tailwindcss/forms', 'autoprefixer', 'chart.js', 'gulp', 'gulp-append-prepend', 'postcss', 'react', 'react-dom', 'react-router', 'react-router-dom', 'react-scripts', 'tailwindcss']"
fancyapps/ui,"A library of JavaScript UI components, includes the best lightbox - Fancybox5",793,TypeScript,98,https://github.com/fancyapps/ui,2021-06-03,2024-10-08,30,main,10,192,"['fancybox', 'carousel', 'panzoom', 'javascript', 'lightbox', 'gallery']",793,2162,False,False,True,False,32,en,True,False,False,False,False,False,False,False,False,False,Componente UX,[]
dropbox/scooter,An SCSS framework & UI library for Dropbox Web.,791,CSS,46,https://github.com/dropbox/scooter,2015-02-10,2024-09-03,14,master,10,313,[],791,562,False,True,True,True,0,en,True,False,False,False,False,False,False,False,False,False,Componente UX,[]
Just-Moh-it/Pckd,"The ⚡️ analytics-intensive, self-hostable link-shortener with a beautiful UI | AKA free bit.ly alternative 🚀",784,JavaScript,95,https://github.com/Just-Moh-it/Pckd,2021-10-22,2024-09-26,29,main,5,63,"['customizable', 'react', 'nodejs', 'redux', 'bitly', 'javascript', 'url-shortener', 'graphql', 'self-hosted', 'tracking', 'url', 'reactjs', 'link-shortener']",784,15613,True,True,True,False,0,en,True,True,False,False,False,False,False,False,False,False,Componente UX,[]
remix-run/remix,"Build Better Websites. Create modern, resilient user experiences with web fundamentals.",29648,TypeScript,2497,https://github.com/remix-run/remix,2020-10-26,2024-10-13,326,main,464,6011,[],29648,49504,False,False,True,False,150,en,True,False,False,False,False,False,False,True,False,False,Aplicação UX,"['@babel/core', '@babel/plugin-proposal-export-namespace-from', '@babel/plugin-proposal-optional-chaining', '@babel/preset-env', '@babel/preset-react', '@babel/preset-typescript', '@changesets/cli', '@cloudflare/kv-asset-handler', '@manypkg/get-packages', '@mcansh/remark-definition-links', '@mdx-js/rollup', '@octokit/core', '@octokit/graphql', '@octokit/plugin-paginate-rest', '@octokit/rest', '@playwright/test', '@remix-run/architect', '@remix-run/changelog-github', '@remix-run/cloudflare', '@remix-run/cloudflare-pages', '@remix-run/css-bundle', '@remix-run/dev', '@remix-run/node', '@remix-run/react', '@remix-run/testing', '@rollup/plugin-babel', '@rollup/plugin-commonjs', '@rollup/plugin-json', '@rollup/plugin-node-resolve', '@rollup/plugin-replace', '@testing-library/cypress', '@testing-library/jest-dom', '@testing-library/react', '@testing-library/user-event', '@types/chalk', '@types/cheerio', '@types/cross-spawn', '@types/dedent', '@types/fs-extra', '@types/glob', '@types/jest', '@types/jsonfile', '@types/lodash', '@types/react', '@types/react-dom', '@types/react-test-renderer', '@types/retry', '@types/semver', '@types/serialize-javascript', '@types/shelljs', '@types/ssri', '@types/wait-on', 'babel-jest', 'babel-plugin-transform-remove-console', 'chalk', 'concurrently', 'cross-spawn', 'cypress', 'eslint', 'eslint-plugin-markdown', 'eslint-plugin-prefer-let', 'front-matter', 'fs-extra', 'glob', 'isbot', 'jest', 'jest-watch-select-projects', 'jest-watch-typeahead', 'jsonfile', 'lodash', 'mime', 'prettier', 'prompt-confirm', 'react', 'react-dom', 'remark', 'remark-frontmatter', 'remark-gfm', 'remark-parse', 'remark-stringify', 'rollup', 'rollup-plugin-copy', 'semver', 'simple-git', 'source-map-support', 'to-vfile', 'type-fest', 'typescript', 'unified', 'unist-util-remove', 'unist-util-visit', 'vite', 'vite-tsconfig-paths', 'wait-on', 'wrangler']"
adobe/react-spectrum,"A collection of libraries and tools that help you build adaptive, accessible, and robust user experiences.",12805,TypeScript,1105,https://github.com/adobe/react-spectrum,2019-09-13,2024-10-13,729,main,305,5119,"['react', 'accessibility', 'design-systems', 'react-components', 'wai-aria', 'ui-components']",12805,133341,True,True,True,False,13,en,True,False,False,False,False,False,True,False,True,False,Componente UX,"['@actions/core', '@actions/github', '@babel/cli', '@babel/core', '@babel/eslint-parser', '@babel/node', '@babel/plugin-proposal-decorators', '@babel/plugin-syntax-decorators', '@babel/plugin-syntax-import-assertions', '@babel/plugin-transform-runtime', '@babel/preset-env', '@babel/preset-react', '@babel/preset-typescript', '@babel/register', '@eslint/compat', '@eslint/eslintrc', '@eslint/js', '@faker-js/faker', '@jdb8/eslint-plugin-monorepo', '@octokit/rest', '@parcel/bundler-library', '@parcel/config-default', '@parcel/core', '@parcel/optimizer-data-url', '@parcel/optimizer-terser', '@parcel/packager-ts', '@parcel/reporter-cli', '@parcel/resolver-glob', '@parcel/transformer-inline', '@parcel/transformer-inline-string', '@parcel/transformer-svg-react', '@parcel/transformer-typescript-types', '@react-spectrum/s2-icon-builder', '@spectrum-css/component-builder', '@spectrum-css/vars', '@storybook/addon-a11y', '@storybook/addon-actions', '@storybook/addon-controls', '@storybook/addon-essentials', '@storybook/addon-interactions', '@storybook/addon-links', '@storybook/addon-onboarding', '@storybook/addon-themes', '@storybook/api', '@storybook/components', '@storybook/manager-api', '@storybook/preview', '@storybook/preview-api', '@storybook/react', '@storybook/test-runner', '@storybook/testing-library', '@stylistic/eslint-plugin-ts', '@swc/core', '@swc/jest', '@testing-library/dom', '@testing-library/jest-dom', '@testing-library/react', '@testing-library/user-event', '@types/react', '@types/react-dom', '@types/storybook__react', '@yarnpkg/types', 'autoprefixer', 'axe-core', 'axe-playwright', 'babel-plugin-istanbul', 'babel-plugin-macros', 'babel-plugin-react-remove-properties', 'babel-plugin-transform-glob-import', 'babelify', 'chalk', 'chromatic', 'clsx', 'color-space', 'concurrently', 'core-js', 'cross-env', 'cross-spawn', 'delta-e', 'diff', 'eslint', 'eslint-plugin-import', 'eslint-plugin-jest', 'eslint-plugin-jsdoc', 'eslint-plugin-jsx-a11y', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'eslint-plugin-rulesdir', 'fast-check', 'fast-glob', 'framer-motion', 'fs-extra', 'full-icu', 'glob', 'glob-promise', 'globals', 'identity-obj-proxy', 'ignore-styles', 'is-mingw', 'jest', 'jest-environment-jsdom', 'jest-junit', 'jest-matchmedia-mock', 'lerna', 'lfcdn', 'lucide-react', 'md5', 'npm-cli-login', 'nyc', 'p-queue', 'parcel', 'parcel-resolver-storybook', 'patch-package', 'playwright', 'plop', 'postcss', 'postcss-custom-properties', 'postcss-import', 'prop-types', 'raf', 'react', 'react-axe', 'react-dom', 'react-frame-component', 'react-test-renderer', 'recast', 'recursive-readdir', 'regenerator-runtime', 'rimraf', 'sharp', 'sinon', 'storybook', 'storybook-builder-parcel', 'storybook-dark-mode', 'storybook-react-parcel', 'tailwind-variants', 'tailwindcss', 'tailwindcss-animate', 'tempy', 'typescript', 'typescript-eslint', 'typescript-strict-plugin', 'verdaccio', 'walk-object', 'wsrun', 'yargs']"
Atyantik/react-pwa,"An upgradable boilerplate for Progressive web applications (PWA) with server side rendering, build with SEO in mind and achieving max page speed and optimized user experience.",2566,TypeScript,301,https://github.com/Atyantik/react-pwa,2017-06-24,2024-10-12,6,master,16,561,"['pwa', 'react', 'ssr', 'hot-reload', 'code-splitting', 'seo', 'babel', 'srcset', 'expressjs', 'javascript', 'es7', 'hsts', 'hstspreload', 'pwa-apps', 'webpack4', 'reactpwa']",2566,18076,True,True,True,True,6,en,True,True,False,False,False,False,False,False,False,False,Aplicação UX,"['speed-measure-webpack-plugin', 'concurrently', 'lerna', 'pre-commit']"
divriots/jampack,Optimizes static websites for best user experience and best Core Web Vitals scores.,1609,TypeScript,22,https://github.com/divriots/jampack,2022-09-19,2024-10-12,18,main,13,424,"['jamstack', 'static-site', 'blog', 'node', 'static-site-building', 'static-site-generator']",1609,12501,False,False,True,True,0,en,True,False,False,False,False,False,True,False,False,False,Aplicação UX,"['@commander-js/extra-typings', '@divriots/cheerio', '@proload/core', '@swc/core', 'add', 'browserslist', 'commander', 'critters', 'deepmerge', 'esbuild', 'file-type', 'globby', 'hasha', 'html-minifier-terser', 'kleur', 'lightningcss', 'mini-svg-data-uri', 'ora', 'quicklink', 'sharp', 'svgo', 'table', 'undici', 'unpic', '@types/html-minifier-terser', '@types/node', 'shx', 'ts-node', 'tslib', 'typescript']"
felixpalmer/procedural-gl-js,Mobile-first 3D mapping engine with emphasis on user experience,1285,JavaScript,84,https://github.com/felixpalmer/procedural-gl-js,2020-11-19,2024-09-26,22,main,1,119,"['javascript', '3d-maps', 'procedural-gl-js', 'webgl', 'map']",1285,2753,True,True,True,True,0,en,True,True,False,False,False,False,False,False,False,False,Aplicação UX,"['eslint', 'eslint-config-mdcs', '@rollup/plugin-alias', '@rollup/plugin-commonjs', '@rollup/plugin-node-resolve', '@rollup/plugin-replace', '@rollup/plugin-sucrase', 'rollup', 'rollup-plugin-root-import', 'rollup-plugin-string', 'rollup-plugin-visualizer', 'uglify-es']"
